id_wil,nm_wil,asal_wil,kode_bps,kode_dagri,kode_keu,id_induk_wilayah,id_level_wil,id_negara
"021207  ","Kec. Bantarkalong             ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021208  ","Kec. Bojong Gambir            ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021209  ","Kec. Sodonghilir              ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021210  ","Kec. Taraju                   ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021211  ","Kec. Salawu                   ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021212  ","Kec. Tanjungjaya              ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021213  ","Kec. Sukaraja                 ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021214  ","Kec. Salopa                   ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021215  ","Kec. Cineam                   ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021216  ","Kec. Manonjaya                ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021219  ","Kec. Singaparna               ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021220  ","Kec. Cigalontang              ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021221  ","Kec. Leuwisari                ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021223  ","Kec. Cisayong                 ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021224  ","Kec. Rajapolah                ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021225  ","Kec. Jamanis                  ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021226  ","Kec. Ciawi                    ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021227  ","Kec. Pagerageung              ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021228  ","Kec. Parung Ponteng           ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021229  ","Kec. Sariwangi                ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021230  ","Kec. Sukaratu                 ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021231  ","Kec. Sukarame                 ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021232  ","Kec. Bojong Asih              ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021233  ","Kec. Culamega                 ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021234  ","Kec. Puspahiang               ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021235  ","Kec. Jatiwaras                ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021236  ","Kec. Mangunreja               ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021237  ","Kec. Gunung Tanjung           ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021238  ","Kec. Karang Jaya              ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021239  ","Kec. Pada Kembang             ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021240  ","Kec. Sukahening               ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021241  ","Kec. Kadipaten                ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021242  ","Kec. Sukaresik                ","NULL    ",NULL,NULL,NULL,"021200  ",3,ID
"021400  ","Kab. Ciamis                   ","NULL    ",NULL,NULL,NULL,"020000  ",2,ID
"021401  ","Kec. Cimerak                  ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021402  ","Kec. Cijulang                 ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021403  ","Kec. Cigugur                  ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021404  ","Kec. Langkaplancar            ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021405  ","Kec. Parigi                   ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021406  ","Kec. Sidamulih                ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021407  ","Kec. Pangandaran              ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021408  ","Kec. Kalipucang               ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021409  ","Kec. Padaherang               ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021410  ","Kec. Banjarsari               ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021411  ","Kec. Lakbok                   ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021412  ","Kec. Pamarican                ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021413  ","Kec. Cidolog                  ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021414  ","Kec. Cimaragas                ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021415  ","Kec. Cijeungjing              ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021416  ","Kec. Cisaga                   ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021417  ","Kec. Tambaksari               ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021418  ","Kec. Rancah                   ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021419  ","Kec. Rajadesa                 ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021420  ","Kec. Sukadana                 ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021421  ","Kec. Ciamis                   ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021422  ","Kec. Cikoneng                 ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021423  ","Kec. Cihaurbeuti              ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021424  ","Kec. Sadananya                ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021425  ","Kec. Cipaku                   ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021426  ","Kec. Jatinagara               ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021427  ","Kec. Panawangan               ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021428  ","Kec. Kawali                   ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021429  ","Kec. Panjalu                  ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021430  ","Kec. Panumbangan              ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021431  ","Kec. Panjalu Utara/Sukamantri ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021432  ","Kec. Sindangkasih             ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021433  ","Kec. Purwadadi                ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021434  ","Kec. Baregbeg                 ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021435  ","Kec. Lumbung                  ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021436  ","Kec. Mangunjaya               ","NULL    ",NULL,NULL,NULL,"021400  ",3,ID
"021437  ","Sukamantri                    ",NULL,NULL,NULL,NULL,0,3,ID
"021490  ","Padaherang                    ",NULL,NULL,NULL,NULL,0,3,ID
"021491  ","Kalipucang                    ",NULL,NULL,NULL,NULL,0,3,ID
"021492  ","Pangandaran                   ",NULL,NULL,NULL,NULL,0,3,ID
"021493  ","Sidamulih                     ",NULL,NULL,NULL,NULL,0,3,ID
"021494  ","Parigi                        ",NULL,NULL,NULL,NULL,0,3,ID
"021495  ","Cimerak                       ",NULL,NULL,NULL,NULL,0,3,ID
"021496  ","Cigugur                       ",NULL,NULL,NULL,NULL,0,3,ID
"021497  ","Langkaplancar                 ",NULL,NULL,NULL,NULL,0,3,ID
"021498  ","Mangunjaya                    ",NULL,NULL,NULL,NULL,0,3,ID
"021500  ","Kab. Kuningan                 ","NULL    ",NULL,NULL,NULL,"020000  ",2,ID
"021501  ","Kec. Darma                    ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021502  ","Kec. Kadugede                 ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021503  ","Kec. Ciniru                   ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021504  ","Kec. Selajambe                ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021505  ","Kec. Subang                   ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021506  ","Kec. Ciwaru                   ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021507  ","Kec. Cibingbin                ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021508  ","Kec. Luragung                 ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021509  ","Kec. Cidahu                   ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021510  ","Kec. Ciawigebang              ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021511  ","Kec. Lebakwangi               ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021512  ","Kec. Garawangi                ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021513  ","Kec. Kuningan                 ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021514  ","Kec. Cigugur                  ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021515  ","Kec. Kramatmulya              ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021516  ","Kec. Jalaksana                ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021517  ","Kec. Cilimus                  ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021518  ","Kec. Mandirancan              ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021519  ","Kec. Pasawahan                ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021520  ","Kec. Pancalang                ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021521  ","Kec. Cipicung                 ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021522  ","Kec. Kalimanggis              ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021523  ","Kec. Japara                   ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021524  ","Kec. Karangkancana            ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021525  ","Kec. Nusaherang               ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021526  ","Kec. Cilebak                  ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021527  ","Kec. Hantara                  ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021528  ","Kec. Cimahi                   ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021529  ","Kec. Cibeureum                ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021530  ","Kec. Sindang Agung            ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021531  ","Kec. Maleber                  ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021532  ","Kec. Ciganda Mekar            ","NULL    ",NULL,NULL,NULL,"021500  ",3,ID
"021600  ","Kab. Majalengka               ","NULL    ",NULL,NULL,NULL,"020000  ",2,ID
"021601  ","Kec. Lemahsugih               ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021602  ","Kec. Bantarujeg               ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021603  ","Kec. Cikijing                 ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021604  ","Kec. Talaga                   ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021605  ","Kec. Argapura                 ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021606  ","Kec. Maja                     ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021607  ","Kec. Majalengka               ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021608  ","Kec. Cigasong                 ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021609  ","Kec. Sukahaji                 ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021610  ","Kec. Rajagaluh                ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021611  ","Kec. Sindangwangi             ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021612  ","Kec. Leuwimunding             ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021613  ","Kec. Palasah                  ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021614  ","Kec. Jatiwangi                ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021615  ","Kec. Dawuan                   ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021616  ","Kec. Panyingkiran             ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021617  ","Kec. Kadipaten                ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021618  ","Kec. Kertajati                ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021619  ","Kec. Jatitujuh                ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021620  ","Kec. Ligung                   ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021621  ","Kec. Sumberjaya               ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021622  ","Kec. Banjaran                 ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021623  ","Kec. Cingambul                ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021624  ","Kec. Mala usma                ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021625  ","Kec. Sindang                  ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021626  ","Kec. Kasokandel               ","NULL    ",NULL,NULL,NULL,"021600  ",3,ID
"021700  ","Kab. Cirebon                  ","NULL    ",NULL,NULL,NULL,"020000  ",2,ID
"021701  ","Kec. Waled                    ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021702  ","Kec. Ciledug                  ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021703  ","Kec. Losari                   ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021704  ","Kec. Babakan                  ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021705  ","Kec. Karang Sembung           ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021706  ","Kec. Lemah Abang              ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021707  ","Kec. Sedong                   ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021708  ","Kec. Astana Japura            ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021709  ","Kec. Mundu                    ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021710  ","Kec. Beber                    ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021712  ","Kec. Sumber                   ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021713  ","Kec. Palimanan                ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021714  ","Kec. Plumbon                  ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021715  ","Kec. Weru                     ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021718  ","Kec. Kapetakan                ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021719  ","Kec. Klangenan                ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021720  ","Kec. Arjawinangun             ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021721  ","Kec. Ciwaringin               ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021722  ","Kec. Susukan                  ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021723  ","Kec. Gegesik                  ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021724  ","Kec. Susukan Lebak            ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021725  ","Kec. Pabedilan                ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021726  ","Kec. Dukupuntang              ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021727  ","Kec. Panguragan               ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021728  ","Kec. Kaliwedi                 ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021729  ","Kec. Pangenan                 ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021730  ","Kec. Gebang                   ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021731  ","Kec. Depok                    ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021732  ","Kec. Kedawung                 ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021733  ","Kec. Karang Wereng            ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021734  ","Kec. Talun                    ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021735  ","Kec. Gunung Jati              ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021736  ","Kec. Pasaleman                ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021737  ","Kec. Pabuaran                 ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021738  ","Kec. Tengah Tani              ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021739  ","Kec. Plered                   ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021740  ","Kec. Gempol                   ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021741  ","Kec. Greged                   ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021742  ","Kec. Suranenggala             ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021743  ","Kec. Jamblang                 ","NULL    ",NULL,NULL,NULL,"021700  ",3,ID
"021800  ","Kab. Indramayu                ","NULL    ",NULL,NULL,NULL,"020000  ",2,ID
"021801  ","Kec. Haurgeulis               ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021802  ","Kec. Kroya                    ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021803  ","Kec. Gabuswetan               ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021804  ","Kec. Cikedung                 ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021805  ","Kec. Lelea                    ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021806  ","Kec. Bangodua                 ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021807  ","Kec. Widasari                 ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021808  ","Kec. Kertasemaya              ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021809  ","Kec. Krangkeng                ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021810  ","Kec. Karangampel              ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021811  ","Kec. Juntinyuat               ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021812  ","Kec. Sliyeg                   ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021813  ","Kec. Jatibarang               ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021814  ","Kec. Balongan                 ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021815  ","Kec. Indramayu                ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021816  ","Kec. Sindang                  ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021817  ","Kec. Lohbener                 ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021818  ","Kec. Losarang                 ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021819  ","Kec. Kandanghaur              ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021820  ","Kec. Bongas                   ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021821  ","Kec. Anjatan                  ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021822  ","Kec. Sukra                    ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021823  ","Kec. Arahan                   ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021824  ","Kec. Cantigi                  ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021825  ","Kec. Gantar                   ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021826  ","Kec. Terisi                   ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021827  ","Kec. Sukagumiwang             ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021828  ","Kec. Kedokan Bunder           ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021829  ","Kec. Pasekan                  ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021830  ","Kec. Tukdana                  ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021831  ","Kec. Patrol                   ","NULL    ",NULL,NULL,NULL,"021800  ",3,ID
"021900  ","Kab. Subang                   ","NULL    ",NULL,NULL,NULL,"020000  ",2,ID
"021901  ","Kec. Sagalaherang             ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021902  ","Kec. Jalancagak               ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021903  ","Kec. Cisalak                  ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021904  ","Kec. Tanjung Siang            ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021905  ","Kec. Cijambe                  ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021906  ","Kec. Cibogo                   ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021907  ","Kec. Subang                   ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021908  ","Kec. Kalijati                 ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021909  ","Kec. Cipeundeuy               ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021910  ","Kec. Pabuaran                 ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021911  ","Kec. Patokbeusi               ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021912  ","Kec. Purwadadi                ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021913  ","Kec. Cikaum                   ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021914  ","Kec. Pagaden                  ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021915  ","Kec. Cipunagara               ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021916  ","Kec. Compreng                 ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021917  ","Kec. Binong                   ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021918  ","Kec. Ciasem                   ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021919  ","Kec. Pamanukan                ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021920  ","Kec. Pusakanagara             ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021921  ","Kec. Legon Kulon              ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021922  ","Kec. Blanakan                 ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021923  ","Kec. Dawuan                   ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021924  ","Kec. Serang Panjang           ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021925  ","Kec. Kasomalang               ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021926  ","Kec. Tambakdahan              ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021927  ","Kec. Pagaden Barat            ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021928  ","Kec. Pusakajaya               ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021929  ","Kec. Ciater                   ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"021930  ","Kec. Sukasari                 ","NULL    ",NULL,NULL,NULL,"021900  ",3,ID
"022000  ","Kab. Purwakarta               ","NULL    ",NULL,NULL,NULL,"020000  ",2,ID
"022001  ","Kec. Jatiluhur                ","NULL    ",NULL,NULL,NULL,"022000  ",3,ID
"022002  ","Kec. Maniis                   ","NULL    ",NULL,NULL,NULL,"022000  ",3,ID
"022003  ","Kec. Tegalwaru                ","NULL    ",NULL,NULL,NULL,"022000  ",3,ID
"022004  ","Kec. Plered                   ","NULL    ",NULL,NULL,NULL,"022000  ",3,ID
"022005  ","Kec. Sukatani                 ","NULL    ",NULL,NULL,NULL,"022000  ",3,ID
"022006  ","Kec. Darangdan                ","NULL    ",NULL,NULL,NULL,"022000  ",3,ID
"022007  ","Kec. Bojong                   ","NULL    ",NULL,NULL,NULL,"022000  ",3,ID
"022008  ","Kec. Wanayasa                 ","NULL    ",NULL,NULL,NULL,"022000  ",3,ID
"022009  ","Kec. Pasawahan                ","NULL    ",NULL,NULL,NULL,"022000  ",3,ID
"022010  ","Kec. Purwakarta               ","NULL    ",NULL,NULL,NULL,"022000  ",3,ID
"022011  ","Kec. Campaka                  ","NULL    ",NULL,NULL,NULL,"022000  ",3,ID
"022012  ","Kec. Sukasari                 ","NULL    ",NULL,NULL,NULL,"022000  ",3,ID
"022013  ","Kec. Kiarapedes               ","NULL    ",NULL,NULL,NULL,"022000  ",3,ID
"022014  ","Kec. Babakancikao             ","NULL    ",NULL,NULL,NULL,"022000  ",3,ID
"022015  ","Kec. Cibatu                   ","NULL    ",NULL,NULL,NULL,"022000  ",3,ID
"022016  ","Kec. Bungursari               ","NULL    ",NULL,NULL,NULL,"022000  ",3,ID
"022017  ","Kec. Pondok Salam             ","NULL    ",NULL,NULL,NULL,"022000  ",3,ID
"022100  ","Kab. Karawang                 ","NULL    ",NULL,NULL,NULL,"020000  ",2,ID
"022101  ","Kec. Pangkalan                ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022102  ","Kec. Ciampel                  ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022104  ","Kec. Klari                    ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022105  ","Kec. Cikampek                 ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022106  ","Kec. Tirtamulya               ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022107  ","Kec. Jatisari                 ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022109  ","Kec. Lemahabang               ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022110  ","Kec. Telagasari               ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022111  ","Kec. Karawang                 ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022112  ","Kec. Rawamerta                ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022113  ","Kec. Tempuran                 ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022114  ","Kec. Kutawaluya               ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022115  ","Kec. Rengasdengklok           ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022116  ","Kec. Pedes                    ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022117  ","Kec. Cibuaya                  ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022118  ","Kec. Tirtajaya                ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022119  ","Kec. Batujaya                 ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022120  ","Kec. Pakisjaya                ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022121  ","Kec. Majalaya                 ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022122  ","Kec. Jayakerta                ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022123  ","Kec. Cilamaya Kulon           ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022124  ","Kec. Banyusari                ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022125  ","Kec. Kotabaru                 ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022126  ","Kec. Cilamaya Wetan           ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022127  ","Kec. Purwasari                ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022128  ","Kec. Teluk Jambe Barat        ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022129  ","Kec. Teluk Jambe Timur        ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
"022130  ","Kec. Karawang Timur           ","NULL    ",NULL,NULL,NULL,"022100  ",3,ID
